choice,party_id,Phat,nrpid_prop,nobs,pseudo,share
"NKP","NoID",.0127227,.4100313,1595,.5900432,.0074251
"NKP","KrF",.0017028,.0369906,1595,.5900432,.0074251
"NKP","H",.0008802,.0783699,1595,.5900432,.0074251
"NKP","NKP",.4502718,.0037618,1595,.5900432,.0074251
"NKP","SP",.0013517,.0815047,1595,.5900432,.0074251
"NKP","DNA",.0005603,.3410658,1595,.5900432,.0074251
"NKP","V",.001355,.0382445,1595,.5900432,.0074251
"NKP","SVP",.0029385,.0100313,1595,.5900432,.0074251
"SVP","KrF",.0071234,.0369906,1595,.5900432,.0318013
"SVP","NoID",.0532226,.4100313,1595,.5900432,.0318013
"SVP","H",.0036822,.0783699,1595,.5900432,.0318013
"SVP","V",.0056684,.0382445,1595,.5900432,.0318013
"SVP","SVP",.7813255,.0100313,1595,.5900432,.0318013
"SVP","SP",.0056545,.0815047,1595,.5900432,.0318013
"SVP","DNA",.0023438,.3410658,1595,.5900432,.0318013
"SVP","NKP",.029635,.0037618,1595,.5900432,.0318013
"DNA","SP",.0368644,.0815047,1595,.5900432,.4830798
"DNA","SVP",.080142,.0100313,1595,.5900432,.4830798
"DNA","NKP",.1932051,.0037618,1595,.5900432,.4830798
"DNA","KrF",.0464408,.0369906,1595,.5900432,.4830798
"DNA","V",.0369549,.0382445,1595,.5900432,.4830798
"DNA","NoID",.3469842,.4100313,1595,.5900432,.4830798
"DNA","H",.0240063,.0783699,1595,.5900432,.4830798
"DNA","DNA",.9712422,.3410658,1595,.5900432,.4830798
"V","SP",.0142472,.0815047,1595,.5900432,.0948612
"V","H",.0092778,.0783699,1595,.5900432,.0948612
"V","NKP",.0746691,.0037618,1595,.5900432,.0948612
"V","V",.907779,.0382445,1595,.5900432,.0948612
"V","SVP",.0309729,.0100313,1595,.5900432,.0948612
"V","KrF",.0179482,.0369906,1595,.5900432,.0948612
"V","DNA",.0059056,.3410658,1595,.5900432,.0948612
"V","NoID",.134101,.4100313,1595,.5900432,.0948612
"KrF","NoID",.103445,.4100313,1595,.5900432,.0788556
"KrF","SVP",.0238924,.0100313,1595,.5900432,.0788556
"KrF","NKP",.0575994,.0037618,1595,.5900432,.0788556
"KrF","SP",.0109902,.0815047,1595,.5900432,.0788556
"KrF","DNA",.0045556,.3410658,1595,.5900432,.0788556
"KrF","H",.0071569,.0783699,1595,.5900432,.0788556
"KrF","V",.0110172,.0382445,1595,.5900432,.0788556
"KrF","KrF",.880004,.0369906,1595,.5900432,.0788556
"SP","H",.0093033,.0783699,1595,.5900432,.1337021
"SP","V",.0143214,.0382445,1595,.5900432,.1337021
"SP","NoID",.1344695,.4100313,1595,.5900432,.1337021
"SP","NKP",.0748743,.0037618,1595,.5900432,.1337021
"SP","KrF",.0179975,.0369906,1595,.5900432,.1337021
"SP","SP",.908044,.0815047,1595,.5900432,.1337021
"SP","DNA",.0059218,.3410658,1595,.5900432,.1337021
"SP","SVP",.031058,.0100313,1595,.5900432,.1337021
"H","V",.022904,.0382445,1595,.5900432,.170275
"H","SP",.0228479,.0815047,1595,.5900432,.170275
"H","H",.9456933,.0783699,1595,.5900432,.170275
"H","SVP",.0496707,.0100313,1595,.5900432,.170275
"H","DNA",.0094707,.3410658,1595,.5900432,.170275
"H","NoID",.2150551,.4100313,1595,.5900432,.170275
"H","NKP",.1197454,.0037618,1595,.5900432,.170275
"H","KrF",.0287832,.0369906,1595,.5900432,.170275
